"atlas_block","water_open_base","developed_open_base","developed_low_base","developed_med_base","barren_land_base","forest_deciduous_base","forest_evergreen_base","forest_mixed_base","shrub_scrub_base","grassland_base","pasture_base","cropland_base","wetlands_woody_base","wetlands_herb_base","developed_high_base","developed_lower_base","developed_upper_base","pasture_crop_base","developed_total_base","forest_total_base","wetlands_total_base","water_open_diff","developed_open_diff","developed_low_diff","developed_med_diff","developed_high_diff","barren_land_diff","forest_deciduous_diff","forest_evergreen_diff","forest_mixed_diff","shrub_scrub_diff","grassland_diff","pasture_diff","cropland_diff","wetlands_woody_diff","wetlands_herb_diff","developed_lower_diff","developed_upper_diff","pasture_crop_diff","developed_total_diff","forest_total_diff","wetlands_total_diff","pa_percent","tmax_38yr","tmax_diff","tmin_38yr","tmin_diff","prcp_38yr","prcp_diff","lon","lat","sr_Atlas1","sr_Atlas2"
"4208768CE",0.0644641107057284,3.23476671378886,12.0458152799664,10.9453666912208,0,0.621889067984674,0,0,0,0.0189600325605083,0.481969920151244,68.8215276412761,0.399843521685486,0.331976845325813,3.03342017533433,15.2805819937553,13.9787868665551,69.3034975614273,29.2593688603104,0.621889067984674,0.731820367011299,0.242688416774507,-0.843477113024595,2.77138475793317,4.34782833202234,1.29541604346929,0,0.0303360520968133,0,0.00379200651210167,0,-0.0265440455847117,0.552626223180232,-8.32854659523392,0.00379200651210165,-0.0492960846573217,1.92790764490857,5.64324437549163,-7.77592037205369,7.5711520204002,0.034128058608915,-0.0455040781452201,1.03872597715258,24.3982854140432,0.0359458923339844,13.8286624707674,-0.104994924444901,97.7198477293316,6.02918062712017,658498.101221257,2215843.94354813,37,77
"4208768CW",0.0872198639418144,2.71697754738622,8.30898134947794,4.19594513977899,0,1.65641778145554,0,0.0303373439797615,0,0.14279765102047,1.85415414666397,72.1661038557112,6.28204605346632,1.26098344633011,1.29803582078764,11.0259588968642,5.49398096056663,74.0202580023752,16.5199398574308,1.68675512543531,7.54302949979642,0.00758433599494038,-0.264498771251925,0.904370157553284,0.718100446585098,0.163063223891218,0,-0.0492981839671125,0,0,0,0.00731066227791481,0.934196797142928,-2.4132443322314,-0.0682590239544636,0.060674687959523,0.63987138630136,0.881163670476316,-1.47904753508847,1.52103505677767,-0.0492981839671125,-0.00758433599494079,0,24.4927900213944,-0.02685587029708,13.6439185142517,-0.236728618019505,100.004538987812,8.17224020706981,653425.327114441,2215412.54005616,28,53
"4208768NW",0.129019151193946,7.63888285101037,9.45994597236433,6.36234751857924,0,3.23504277913897,0,0.022768085504814,0,0.0658151733015153,1.6571733009532,65.8417682365293,1.615416762839,1.12944491552285,2.84237525306242,17.0988288233747,9.20472277164165,67.4989415374826,26.3035515950164,3.25781086464379,2.74486167836185,0.125224470276477,-1.23533292302661,1.88060447496193,2.10399124813402,1.50552392133509,0,-0.106251065689132,0,0,0,0.00786321679163959,1.07450807428301,-5.45668921648128,0.0514814642286523,0.0490763351862094,0.645271551935316,3.6095151694691,-4.38218114219828,4.25478672140442,-0.106251065689132,0.100557799414862,3.87146303520698,24.4955282211304,0.00541415967439463,13.6593964978268,-0.19821141895495,99.9999092503598,8.47824699000309,653032.263415555,2220052.5558106,27,49
"4208768SW",0.106110492116098,1.61320744508728,4.29961235290085,2.49500985755192,0,1.8750725984354,0,0.0037896604327178,0.0037896604327178,0.0227379625963068,5.48142660626579,80.4134205526281,2.43361385936886,0.697805868354251,0.55440308382968,5.91281979798812,3.0494129413816,85.8948471588939,8.96223273936972,1.87886225886812,3.13141972772311,-0.0346731720034453,-0.117479473414252,0.829202356608824,0.897791201977155,0.101783313773393,0,0.0454759251926136,0,0.00757932086543559,0.0265276230290246,0.0871621899525093,2.42826551370973,-4.41943155656698,-0.00378966043271767,0.151586417308712,0.711722883194572,0.999574515750548,-1.99116604285724,1.71129739894512,0.0530552460580491,0.147796756875994,0,24.5098542163247,-0.0540477351138478,13.6628247311241,-0.233835220336914,99.7033951407985,7.18087065847295,653818.414190401,2210772.24831403,56,56
"4208777NW",32.5955101877634,6.35584933863992,13.5977755136959,8.93584538347832,4.74433705772267,7.33876463382322,0,0.0190096254286994,0.155878928515335,0.980843223774817,2.31485239335063,15.163194727118,5.12947110225684,1.30593084792018,1.36273703651213,19.9536248523358,10.2985824199905,17.4780471204686,30.2522072723262,7.35777425925192,6.43540195017701,-0.576602359108108,-0.412366689700601,1.8243681587437,5.06461938628749,1.88803152037469,0.772415378993348,-1.72613530485773,0,0.0190096254286994,-0.148275078343855,-0.486592962628633,0.799623913425055,-5.93232711532092,-1.1389954244935,0.0532269512003583,1.41200146904309,6.95265090666218,-5.13270320189586,8.36465237570528,-1.70712567942903,-1.08576847329314,6.46418674432797,24.2546035866988,0.161596900538395,13.9624221450404,0.293588286951969,94.9144015061228,-1.36472220169871,661974.069458722,2234834.97647116,16,139
"4208777SW",1.41395018848077,22.3597912892767,26.9037267825707,10.751399378375,0.0562313845004334,7.96462159527109,0.0531562061464661,0.121499899763351,0.00759374373520945,0.281455204792531,3.05021781397905,14.4563960316923,10.679712093698,0.269577902599935,1.63067048511847,49.2635180718474,12.3820698634935,17.5066138456713,61.6455879353409,8.13927770118091,10.9492899962979,-0.0308616615306194,-0.480992994448634,4.6983418639977,3.10588450949165,0.187436523536047,-0.0189624631637495,0.182227953470753,0,0.0987186685577228,0.00379687186760473,0.0840178676770854,1.55625359421076,-9.30232955257902,-0.121499899763352,0.0379687186760472,4.21734886954906,3.2933210330277,-7.74607595836826,7.51066990257677,0.280946622028477,-0.0835311810873058,4.816297689669,24.2683553695679,0.19767871655916,13.9471793174744,0.150535432915937,96.0343848780582,1.24863955849095,662772.281452837,2225557.39373335,34,116
"4208778CE",0.360376574968151,2.25159629582167,9.53526825985374,1.4498475904358,0,2.50374987653121,0,0.0516387239638454,0,0.048915837310863,7.72238817858573,72.0109954950182,3.03438515052568,0.842805392938503,0.188032624046666,11.7868645556754,1.63788021448246,79.7333836736039,13.4247447701579,2.55538860049505,3.87719054346418,0.201705053454951,0.15941101517413,0.914117459804666,0.367259367928968,0.0113986852095883,0,0.0493943025748829,0,-0.00999229860844332,0.0151982469461178,0.154400693253402,5.68577837310476,-7.49689528900871,0.0400011133308742,-0.091776723165201,1.0735284749788,0.378658053138556,-1.81111691590395,1.45218652811735,0.0394020039664396,-0.0517756098343272,2.00860699615561,24.3905928762336,0.110890237908617,13.771469517758,0.0578344244706006,98.8164731075889,2.32042814555922,657309.827319307,2229762.37246435,37,132
"4208778CW",0.306318530036705,3.35113208599779,9.65261924566333,3.37905023386404,0.0151988917295275,9.04537663229882,0,0.219620579147448,0.0683950127828736,0.0949930733095467,15.0136460036032,50.0484332606054,5.48163145451685,1.40061648935906,1.9229685070853,13.0037513316611,5.30201874094934,65.0620792642087,18.3057700726105,9.26499721144627,6.88224794387591,0.135331677522928,0.27640297564718,2.76141133434318,1.31330331101453,0.273239494052381,-0.0151988917295275,0.00243122131495355,0,-0.0014064463235117,0.106392242106692,-0.00417658674938542,9.79200640725568,-14.5251690493912,-0.0210012684416849,-0.0935664206222155,3.03781430999036,1.58654280506691,-4.73316264213553,4.62435711505727,0.00102477499144094,-0.1145676890639,0,24.5130278436761,0.0304261257773959,13.6389887207433,-0.0898073597958202,100.385289543553,3.65191790932103,652246.207175551,2229331.74742104,11,44
"4208778NE",0.501184341043587,8.55734942934824,21.7010245239878,12.6893441511202,0,4.2340277868218,0.0228125459996798,0.0418230009994129,0,0.248059688303847,2.66825652072969,27.2442522760949,13.2781840894755,6.84103827415585,1.97264337191951,30.258373953336,14.6619875230397,29.9125087968246,44.9203614763757,4.29866333382089,20.1192223636313,0.0494235826510889,-0.58540579664589,4.64243864082617,5.44642993780242,0.880334778917789,0.00380209099994663,-0.49802047039592,0,0.00380209099994663,0,0.0188111052031779,1.59964905679748,-11.4528426637324,-0.186054648096983,0.0776322946731565,4.05703284418028,6.32676471672021,-9.85319360693491,10.3837975609005,-0.494218379395973,-0.108422353423826,18.1262678564324,24.3931515342311,0.103946083470394,13.8134742034109,0.11709845693488,98.121043958162,1.98050368459602,656913.784353324,2234401.28283112,6,132
"4208778NW",0.190112598947692,10.0680535066174,12.3550187918102,13.6498936691528,0,10.9769963748751,0,0.121672063326523,0.0418247717684921,0.0782917154997876,4.75804469076974,26.5379405445276,12.6473368641287,2.82274787479449,5.75206653378148,22.4230722984275,19.4019602029343,31.2959852352973,41.8250325013618,11.0986684382016,15.4700847389232,0.0494292757263998,-3.50096295937972,2.38961799547933,6.36571015186293,2.97863993912921,0,-0.563511912313334,0,0.00380225197895383,0,-0.00567181336028165,1.12982272145623,-9.04292160293117,-0.0511004262805628,0.247146378631999,-1.11134496390039,9.34435009099215,-7.91309888147493,8.23300512709177,-0.559709660334381,0.196045952351437,22.1764307965318,24.5300941467285,0.0432281494140625,13.6913491299278,-0.0386489065069906,100.019543697959,3.9060078671104,651853.215129449,2233970.91723358,2,102
"4208778SE",0.414614263085903,6.55697470457288,14.6013479099469,5.6206589388951,0,2.28082572132318,0.0379703795899544,0.0379703795899544,0,0.0029352269049116,4.25744622653612,60.3429703322703,2.39551155213544,2.74072826681711,0.710046098332147,21.1583226145198,6.33070503722725,64.6004165588065,27.4890276517471,2.35676648050309,5.13623981895255,0.28779927930976,0.969751993359368,3.76979629549276,3.12068531301678,0.239213391416713,0,0.0038388313183737,0,0,0,0.000937648651580515,2.61510070635127,-10.9471464571466,0.0645496453029226,-0.124526647072956,4.73954828885212,3.35989870443349,-8.3320457507953,8.09944699328562,0.0038388313183737,-0.0599770017700338,2.36035290560514,24.383591451143,0.112186130724456,13.7645560063814,-0.00704810493870767,99.2597900189851,3.73571516338147,657705.894636126,2225123.17711786,1,12
"4208778SW",0.88620548370005,4.30698577088815,6.64478715409444,3.14223156590675,0.0151887969982994,4.15552882869449,0.00379719924957485,0.315170744331998,0.00379719924957485,0.0151887969982994,7.58842589283479,67.28148996369,2.27839801009605,2.07312380205951,1.28968079120801,10.9517729249826,4.43191235711476,74.8699158565248,15.3836852820974,4.47449677227607,4.35152181215556,0.0470237706084523,-0.0372710949334385,1.25954500413502,1.18180133905408,0.493635902444731,0.00759439849914971,-0.165892296884183,0,0.0607551879931977,-0.00379719924957485,0.00178280577685268,4.8141102189363,-7.73829878017511,-0.000150716111033233,0.079161459905559,1.22227390920158,1.67543724149881,-2.92418856123882,2.8977111507004,-0.105137108890986,0.0790107437945258,0,24.5070951863339,0.0178643276816928,13.6778696963662,-0.142463684082031,99.6417451155813,5.95185972514905,652639.223347188,2224692.29260473,53,69
"4208787CW",50.670136438432,6.68007077507933,9.26358296127774,20.368821770284,1.08950342561807,2.7154394086332,0,0.0228419998539053,0.0380699997565089,0.243647998441657,0.0913679994156213,0,0.824852178717453,0.0532979996591124,7.93836704483139,15.9436537363571,28.3071888151154,0.0913679994156213,44.2508425514725,2.7382814084871,0.878150178376565,0.167507998928635,-0.999955793772739,-0.476577922189254,0.847357119465638,0.731965595838929,-0.163700998952988,0.182735998831242,0,0.0152279999026035,-0.034262999780858,-0.163700998952988,-0.00380699997565088,0,-0.0685259995617159,-0.034262999780858,-1.47653371596199,1.57932271530457,-0.00380699997565088,0.102788999342579,0.197963998733846,-0.102788999342574,12.1456072055629,24.2215800536306,0.0600625088340365,13.9729125625209,0.38788810529207,94.0908893785979,0.174620778937083,661175.956575121,2244111.40724576,14,159
"4208787NW",75.8142988891962,3.07356637806993,4.30393727351445,12.1021294411878,0.425921978328559,1.11619685837577,0,0.00380954559172619,0,0.12952455011869,0.247620463462202,0.0266668191420833,0.21363966650745,0.00380954559172619,2.5388785909134,7.37750365158438,14.6410080321012,0.274287282604285,22.0185116836856,1.1200064039675,0.217449212099176,0.137143641302131,-1.0498936716528,0.0190292205538407,0.995000913684654,0.284273074666166,-0.506669563699583,-0.198096370769762,0,0,0,0.102857730976607,0.194286825178035,0.0190477279586309,-0.000789073789662115,0.00380954559172619,-1.03086445109896,1.27927398835082,0.213334553136666,0.248409537251863,-0.198096370769762,0.00302047180206408,5.90751921659838,24.2402044597425,0.0105914065712369,14.0134355394464,0.407501772830361,93.0832456287585,1.51469080071701,660776.937929525,2248749.18307817,61,150
"4208787SW",50.3392578114324,6.94473784242114,11.3994210408347,21.6244680569975,0.956755458843696,1.41148450070851,0,0,0.00760891962972877,0.12174271407566,0.102672999741775,0.229633367945192,1.33586017801196,0.0402185437627704,5.48613856559504,18.3441588832558,27.1106066225925,0.332306367686967,45.4547655058483,1.41148450070851,1.37607872177473,-0.152178392594578,-0.150479236182651,0.736282632961034,-0.0157889201489603,-0.0532052249831496,0.0855864587258074,-0.200800468285495,0,0,0,0.00380445981486438,0.0152178392594575,-0.211372251343366,-0.0565061803667961,-0.00056071685616977,0.585803396778381,-0.068994145132109,-0.196154412083909,0.516809251646272,-0.200800468285495,-0.0570668972229658,5.93989414750995,24.2453994249043,0.111638822053607,14.0127822976363,0.350869228965358,94.5199172371312,-1.67831320511668,661575.00051812,2239473.33736369,2,121
"4208788CE",0.0190358281899284,10.1842826650566,22.3546174495562,36.0906494310333,0,2.7756375555043,0,0,0,0.148479459881442,0.727168636855266,1.63902763591002,0.840642783126613,0,25.2204585548863,32.5389001146129,61.3111079859196,2.36619627276529,93.8500081005324,2.7756375555043,0.840642783126613,-0.00761433127597137,-4.93552460613112,-2.07741186516571,4.00877619624458,4.33811560234927,0,0.022842993827914,0,0,-0.00380716563798568,-0.0418788220178425,0.304573251038855,-1.61187841886997,0.00380716563798578,0,-7.01293647129684,8.34689179859384,-1.30730516783112,1.33395532729702,0.022842993827914,0.00380716563798578,2.53893530471846,24.3725302344874,0.0540563683760773,13.741613187288,0.209489119680304,98.1788773787649,1.88420386063426,656121.772407725,2243678.23646043,49,98
"4208788CW",0.555869669206988,12.495633985196,33.5414718574508,39.1267102044423,0,3.65086986189155,0,0,0.0456879180170127,0.163715039560962,0.0304586120113418,0.178251590584573,4.15112517341673,0.436710914595595,5.62349517362613,46.0371058426468,44.7502053780684,0.208710202595914,90.7873112207152,3.65086986189155,4.58783608801233,0,-4.05242006253985,1.01209327171711,4.06443682161063,1.27326077217352,0,-0.186061348573896,0,0,-0.0875685095326076,-0.12441957266359,-0.0342659385127595,-1.87320463869752,-0.0108874274881234,0.0190366325070886,-3.04032679082274,5.33769759378415,-1.90747057721028,2.2973708029614,-0.186061348573896,0.00814920501896577,10.9882426693098,24.4997014497456,0.0372220089561068,13.5221702927037,0.0505134682906316,102.024060500296,2.81283529181229,651067.304473097,2243248.38976277,62,132
"4208788NE",2.23844004003802,7.48796400551833,15.94654307405,59.3778524182944,0,0,0,0,0,0,0,0,0.00311697328957418,0,14.9460834888097,23.4345070795683,74.3239359071041,0,97.7584429866724,0,0.00311697328957418,0,-0.835025664879484,-0.286494942685394,0.573977980941798,0.554372940990079,-0.00380971120136411,0,0,0,0,0,0,0,-0.0030206031656333,0,-1.12152060756488,1.12835092193188,0,0.00683031436699366,0,-0.0030206031656333,6.11326007761271,24.4022721742329,0.0423736572265625,13.8103902465419,0.239656097010563,96.3237065766987,2.67535962556538,655725.803972434,2248316.27371249,11,121
"4208788NW",0.132969416118297,9.38916194736054,23.9874958541371,54.1810410851021,0,0.229846673045383,0,0,0,0,0,0,0.476233985898776,0.019049359435951,11.5842016789019,33.3766578014977,65.7652427640039,0,99.1419005655016,0.229846673045383,0.495283345334727,0.0114296156615706,-1.85331143190385,-0.00107216665935894,1.47828067164133,0.376102926921879,0,-0.0114296156615706,0,0,0,0,0,0,0,0,-1.85438359856322,1.8543835985632,0,-1.4210854715202e-14,-0.0114296156615706,0,8.07964240342025,24.5441977350335,0.0572556947406966,13.6133261981763,0.0855443352147152,99.9834064684416,3.66538760536595,650674.386400885,2247886.68639359,1,96
"4208788SE",0.160330374637036,11.1919732805965,26.191091029876,30.0785146579905,0,4.16262957111035,0,0.00380462560400866,0.0304370048320693,0.494887745369466,1.22197602103567,10.2768485569151,5.72493232160453,2.81264921021826,7.64992560021057,37.3830643104725,37.728440258201,11.4988245779508,75.1115045686735,4.16643419671436,8.53758153182279,0.0346936697037903,-3.08038279246575,0.87564549617338,8.00677106057246,2.27544042946012,0,-0.469130439117135,0,0,0.0190231280200433,0.0279526194734072,0.470213925142782,-8.50027457861943,-0.107678414692084,0.447725896348423,-2.20473729629237,10.2822114900326,-8.03006065347665,8.0774741937402,-0.469130439117135,0.340047481656338,13.1475505560343,24.3819749731767,0.0820123772872101,13.7794942604868,0.178232042413008,98.9598641646536,0.471686112253295,656517.765972196,2239039.90516929,5,130
"4208788SW",0.0418526517450584,14.0807377261028,27.1714637550583,17.0871382021927,5.03373256897385,11.2090967158189,0,0.0114143595668341,0.136972314802009,0.62711153074041,4.88736814654195,11.264821576676,6.2861833925062,0.801238178348491,1.3608688809265,41.2522014811611,18.4480070831192,16.152189723218,59.7002085642803,11.2205110753857,7.08742157085469,0.0608765843564486,-2.0797281927069,5.05858386236128,7.7791943873683,0.430675584632072,0.0837053034901176,-0.912186138203525,0,0,0,-0.191892742879578,3.63057814292073,-13.8462791500275,-0.139085596546571,0.125557955235175,2.97885566965437,8.20986997200037,-10.2157010071068,11.1887256416547,-0.912186138203525,-0.0135276413113958,17.4176433403286,24.524501649957,0.0486999310945215,13.6174289301822,0.0134539353220084,101.245227111013,2.63001793309262,651460.247466771,2238609.79903642,2,121
"4208851CE",0.873515967821893,7.38745354276023,9.0040950802846,3.842922096382,0.0529874564357759,9.62688393719703,0.00756963663368228,0.22680119720891,0.0529874564357759,0.195698694688053,11.8464276502591,46.6913017355875,2.68524079325646,6.8248474580175,0.681267297031405,16.3915486230448,4.52418939341341,58.5377293858467,20.9157380164582,9.86125477103963,9.51008825127396,0.174101642574692,0.535570399584336,1.69674447990472,0.883784365294522,0.0914109554878928,-0.0454178198020937,-0.117329367822075,0,0.0113544549505234,0.0302785465347291,0.105307929008897,4.39160413315753,-7.81103926867788,-0.0189240915842057,0.0725536413884118,2.23231487948905,0.975195320782414,-3.41943513552035,3.20751020027147,-0.105974912871552,0.0536295498042065,0.289594046964338,24.7076400455676,-0.132256256906611,13.6305362801803,-0.203509682103206,100.268562015734,6.7131048503675,649522.44474997,2201062.00920406,73,81
